"datasetName","basisOfRecord","recordedBy","eventID","parentEventID","eventDate_setup","eventDate_collect","eventDate","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","locationID_site","locationID_trap","country","countryCode","stateProvince","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","georeferenceProtocol","georeferenceSources","identifiedBy","dung_type","Digitonthophagus gazella","Onthophagus sagittarius","Liatongus militaris","Onitis alexis","Onitis viridulus","Euoniticellus intermedius","Sisyphus spinipes","Sisyphus rubrus","Copris elphenor","Onthophagus nigriventris","Onthophagus binodis","Onitis caffer","Onitis pecuarius","Euoniticellus africanus","Onitis vanderkelleni","Onthophagus obliquus"
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Springsure 1_2002-03-01_a","Springsure 1_2002-03-01",2002-03-01,2002-03-02,"2002-03-01/2002-03-02",60,61,2002,3,1,"2002-03-01 2002-03-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Springsure 1","Springsure 1 1","Australia","AUS","Queensland","Central Highlands (Qld)","10 km NNE Orion",-24.2926674,148.3204956,"EPSG:4326",55,0.000166666666666667,"24 17.56 S","148 19.23 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",52,0,0,0,0,32,1,6,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Springsure 1_2002-03-01_b","Springsure 1_2002-03-01",2002-03-01,2002-03-02,"2002-03-01/2002-03-02",60,61,2002,3,1,"2002-03-01 2002-03-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Springsure 1","Springsure 1 2","Australia","AUS","Queensland","Central Highlands (Qld)","10 km NNE Orion",-24.2926674,148.3204956,"EPSG:4326",4861,0.000166666666666667,"24 17.56 S","148 19.23 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",84,0,0,1,0,28,3,4,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Springsure 1_2002-04-01_a","Springsure 1_2002-04-01",2002-04-01,2002-04-02,"2002-04-01/2002-04-02",91,92,2002,4,1,"2002-04-01 2002-04-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Springsure 1","Springsure 1 1","Australia","AUS","Queensland","Central Highlands (Qld)","10 km NNE Orion",-24.2926674,148.3204956,"EPSG:4326",55,0.000166666666666667,"24 17.56 S","148 19.23 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",11,0,0,1,0,14,0,4,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Springsure 1_2002-04-01_b","Springsure 1_2002-04-01",2002-04-01,2002-04-02,"2002-04-01/2002-04-02",91,92,2002,4,1,"2002-04-01 2002-04-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Springsure 1","Springsure 1 2","Australia","AUS","Queensland","Central Highlands (Qld)","10 km NNE Orion",-24.2926674,148.3204956,"EPSG:4326",4861,0.000166666666666667,"24 17.56 S","148 19.23 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",15,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Springsure 1_2002-05-06_a","Springsure 1_2002-05-06",2002-05-06,2002-05-07,"2002-05-06/2002-05-07",126,127,2002,5,6,"2002-05-06 2002-05-07","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Springsure 1","Springsure 1 1","Australia","AUS","Queensland","Central Highlands (Qld)","10 km NNE Orion",-24.2926674,148.3204956,"EPSG:4326",55,0.000166666666666667,"24 17.56 S","148 19.23 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Springsure 1_2002-05-06_b","Springsure 1_2002-05-06",2002-05-06,2002-05-07,"2002-05-06/2002-05-07",126,127,2002,5,6,"2002-05-06 2002-05-07","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Springsure 1","Springsure 1 2","Australia","AUS","Queensland","Central Highlands (Qld)","10 km NNE Orion",-24.2926674,148.3204956,"EPSG:4326",4861,0.000166666666666667,"24 17.56 S","148 19.23 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2001-05-10_a","Boulia 1_2001-05-10",2001-05-10,2001-05-11,"2001-05-10/2001-05-11",130,131,2001,5,10,"2001-05-10 2001-05-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 1","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",55,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2001-05-10_b","Boulia 1_2001-05-10",2001-05-10,2001-05-11,"2001-05-10/2001-05-11",130,131,2001,5,10,"2001-05-10 2001-05-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 2","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",4861,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2001-06-15_a","Boulia 1_2001-06-15",2001-06-15,2001-06-16,"2001-06-15/2001-06-16",166,167,2001,6,15,"2001-06-15 2001-06-16","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 1","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",55,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2001-06-15_b","Boulia 1_2001-06-15",2001-06-15,2001-06-16,"2001-06-15/2001-06-16",166,167,2001,6,15,"2001-06-15 2001-06-16","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 2","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",4861,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2002-02-09_a","Boulia 1_2002-02-09",2002-02-09,2002-02-10,"2002-02-09/2002-02-10",40,41,2002,2,9,"2002-02-09 2002-02-10","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 1","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",55,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2002-02-09_b","Boulia 1_2002-02-09",2002-02-09,2002-02-10,"2002-02-09/2002-02-10",40,41,2002,2,9,"2002-02-09 2002-02-10","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 2","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",4861,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2002-03-10_a","Boulia 1_2002-03-10",2002-03-10,2002-03-11,"2002-03-10/2002-03-11",69,70,2002,3,10,"2002-03-10 2002-03-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 1","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",55,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Boulia 1_2002-03-10_b","Boulia 1_2002-03-10",2002-03-10,2002-03-11,"2002-03-10/2002-03-11",69,70,2002,3,10,"2002-03-10 2002-03-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Boulia 1","Boulia 1 2","Australia","AUS","Queensland","Boulia","33 km WNW Amaroo (Boulia Shire)",-23.3313332,139.6846619,"EPSG:4326",4861,0.000166666666666667,"23 19.88 S","139 41.08 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-03-01_a","Mount Isa_2001-03-01",2001-03-01,2001-03-02,"2001-03-01/2001-03-02",60,61,2001,3,1,"2001-03-01 2001-03-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 1","Australia","AUS","Queensland","Mount Isa","10 km ENE Mount Isa",-20.5928326,139.3903351,"EPSG:4326",55,0.000166666666666667,"20 35.570 S","139 23.420 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",379,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-03-01_b","Mount Isa_2001-03-01",2001-03-01,2001-03-02,"2001-03-01/2001-03-02",60,61,2001,3,1,"2001-03-01 2001-03-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 2","Australia","AUS","Queensland","Mount Isa","15 km ESE Kalkadoon",-20.6355,139.3503265,"EPSG:4326",55,0.000166666666666667,"20 38.130 S","139 21.020 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",432,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-04-04_a","Mount Isa_2001-04-04",2001-04-04,2001-04-05,"2001-04-04/2001-04-05",94,95,2001,4,4,"2001-04-04 2001-04-05","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 1","Australia","AUS","Queensland","Mount Isa","10 km ENE Mount Isa",-20.5928326,139.3903351,"EPSG:4326",55,0.000166666666666667,"20 35.570 S","139 23.420 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-04-04_b","Mount Isa_2001-04-04",2001-04-04,2001-04-05,"2001-04-04/2001-04-05",94,95,2001,4,4,"2001-04-04 2001-04-05","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 2","Australia","AUS","Queensland","Mount Isa","15 km ESE Kalkadoon",-20.6355,139.3503265,"EPSG:4326",55,0.000166666666666667,"20 38.130 S","139 21.020 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",459,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-05-12_a","Mount Isa_2001-05-12",2001-05-12,2001-05-13,"2001-05-12/2001-05-13",132,133,2001,5,12,"2001-05-12 2001-05-13","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 1","Australia","AUS","Queensland","Mount Isa","10 km ENE Mount Isa",-20.5928326,139.3903351,"EPSG:4326",55,0.000166666666666667,"20 35.570 S","139 23.420 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-05-12_b","Mount Isa_2001-05-12",2001-05-12,2001-05-13,"2001-05-12/2001-05-13",132,133,2001,5,12,"2001-05-12 2001-05-13","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 2","Australia","AUS","Queensland","Mount Isa","15 km ESE Kalkadoon",-20.6355,139.3503265,"EPSG:4326",55,0.000166666666666667,"20 38.130 S","139 21.020 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-07-01_a","Mount Isa_2001-07-01",2001-07-01,2001-07-02,"2001-07-01/2001-07-02",182,183,2001,7,1,"2001-07-01 2001-07-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 1","Australia","AUS","Queensland","Mount Isa","10 km ENE Mount Isa",-20.5928326,139.3903351,"EPSG:4326",55,0.000166666666666667,"20 35.570 S","139 23.420 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2001-07-01_b","Mount Isa_2001-07-01",2001-07-01,2001-07-02,"2001-07-01/2001-07-02",182,183,2001,7,1,"2001-07-01 2001-07-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 2","Australia","AUS","Queensland","Mount Isa","15 km ESE Kalkadoon",-20.6355,139.3503265,"EPSG:4326",55,0.000166666666666667,"20 38.130 S","139 21.020 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2002-02-04_a","Mount Isa_2002-02-04",2002-02-04,2002-02-05,"2002-02-04/2002-02-05",35,36,2002,2,4,"2002-02-04 2002-02-05","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 1","Australia","AUS","Queensland","Mount Isa","10 km ENE Mount Isa",-20.5928326,139.3903351,"EPSG:4326",55,0.000166666666666667,"20 35.570 S","139 23.420 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",31,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Mount Isa_2002-02-04_b","Mount Isa_2002-02-04",2002-02-04,2002-02-05,"2002-02-04/2002-02-05",35,36,2002,2,4,"2002-02-04 2002-02-05","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Mount Isa","Mount Isa 2","Australia","AUS","Queensland","Mount Isa","15 km ESE Kalkadoon",-20.6355,139.3503265,"EPSG:4326",55,0.000166666666666667,"20 38.130 S","139 21.020 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",83,0,0,1,0,96,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-04-17_a","Pentland_2001-04-17",2001-04-17,2001-04-18,"2001-04-17/2001-04-18",107,108,2001,4,17,"2001-04-17 2001-04-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 1","Australia","AUS","Queensland","Charters Towers","28 km ENE Campaspe",-20.7183342,145.7446594,"EPSG:4326",55,0.000166666666666667,"20 43.100 S","145 44.680 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",20,0,24,0,0,152,0,21,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-04-17_b","Pentland_2001-04-17",2001-04-17,2001-04-18,"2001-04-17/2001-04-18",107,108,2001,4,17,"2001-04-17 2001-04-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 2","Australia","AUS","Queensland","Charters Towers","28 km NE Campaspe",-20.7456665,145.7628326,"EPSG:4326",55,0.000166666666666667,"20 44.740 S","145 45.770 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,17,0,0,59,0,15,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-05-17_a","Pentland_2001-05-17",2001-05-17,2001-05-18,"2001-05-17/2001-05-18",137,138,2001,5,17,"2001-05-17 2001-05-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 1","Australia","AUS","Queensland","Charters Towers","28 km ENE Campaspe",-20.7183342,145.7446594,"EPSG:4326",55,0.000166666666666667,"20 43.100 S","145 44.680 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",3,0,7,0,0,27,0,1,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-05-17_b","Pentland_2001-05-17",2001-05-17,2001-05-18,"2001-05-17/2001-05-18",137,138,2001,5,17,"2001-05-17 2001-05-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 2","Australia","AUS","Queensland","Charters Towers","28 km NE Campaspe",-20.7456665,145.7628326,"EPSG:4326",55,0.000166666666666667,"20 44.740 S","145 45.770 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,5,2,0,98,0,1,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-06-18_a","Pentland_2001-06-18",2001-06-18,2001-06-19,"2001-06-18/2001-06-19",169,170,2001,6,18,"2001-06-18 2001-06-19","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 1","Australia","AUS","Queensland","Charters Towers","28 km ENE Campaspe",-20.7183342,145.7446594,"EPSG:4326",55,0.000166666666666667,"20 43.100 S","145 44.680 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-06-18_b","Pentland_2001-06-18",2001-06-18,2001-06-19,"2001-06-18/2001-06-19",169,170,2001,6,18,"2001-06-18 2001-06-19","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 2","Australia","AUS","Queensland","Charters Towers","28 km NE Campaspe",-20.7456665,145.7628326,"EPSG:4326",55,0.000166666666666667,"20 44.740 S","145 45.770 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-08-17_a","Pentland_2001-08-17",2001-08-17,2001-08-18,"2001-08-17/2001-08-18",229,230,2001,8,17,"2001-08-17 2001-08-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 1","Australia","AUS","Queensland","Charters Towers","28 km ENE Campaspe",-20.7183342,145.7446594,"EPSG:4326",55,0.000166666666666667,"20 43.100 S","145 44.680 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-08-17_b","Pentland_2001-08-17",2001-08-17,2001-08-18,"2001-08-17/2001-08-18",229,230,2001,8,17,"2001-08-17 2001-08-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 2","Australia","AUS","Queensland","Charters Towers","28 km NE Campaspe",-20.7456665,145.7628326,"EPSG:4326",55,0.000166666666666667,"20 44.740 S","145 45.770 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-10-17_a","Pentland_2001-10-17",2001-10-17,2001-10-18,"2001-10-17/2001-10-18",290,291,2001,10,17,"2001-10-17 2001-10-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 1","Australia","AUS","Queensland","Charters Towers","28 km ENE Campaspe",-20.7183342,145.7446594,"EPSG:4326",55,0.000166666666666667,"20 43.100 S","145 44.680 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-10-17_b","Pentland_2001-10-17",2001-10-17,2001-10-18,"2001-10-17/2001-10-18",290,291,2001,10,17,"2001-10-17 2001-10-18","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 2","Australia","AUS","Queensland","Charters Towers","28 km NE Campaspe",-20.7456665,145.7628326,"EPSG:4326",55,0.000166666666666667,"20 44.740 S","145 45.770 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Pentland_2001-11-29_a","Pentland_2001-11-29",2001-11-29,2001-11-30,"2001-11-29/2001-11-30",333,334,2001,11,29,"2001-11-29 2001-11-30","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Pentland","Pentland 1","Australia","AUS","Queensland","Charters Towers","28 km ENE Campaspe",-20.7183342,145.7446594,"EPSG:4326",55,0.000166666666666667,"20 43.100 S","145 44.680 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",132,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0
