"datasetName","basisOfRecord","recordedBy","eventID","parentEventID","eventDate_setup","eventDate_collect","eventDate","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID_site","locationID_trap","country","countryCode","stateProvince","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","georeferenceProtocol","georeferenceSources","identifiedBy","dung_type","Onthophagus taurus","Euoniticellus fulvus","Euoniticellus pallipes","Onitis aygulus","Onthophagus binodis","Onitis alexis","Euoniticellus intermedius","Bubas bison","Onthophagus ferox","Onthophagus vermiculatus","Copris hispanus"
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Vasse_2012-12-18_b","Vasse_2012-12-18",2012-12-18,2012-12-19,"2012-12-18/2012-12-19",353,354,2012,12,18,"2012-12-18 2012-12-19","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Vasse","Vasse Trap 1","Australia","AUS","Western Australia","Busselton","3 km SSW Chapman Hill",-33.750399,115.337179,"EPSG:4326",31,1e-05,-33.750399,115.337179,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",187,1,1,1,2,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Vasse_2013-03-19_a","Vasse_2013-03-19",2013-03-19,2013-03-20,"2013-03-19/2013-03-20",78,79,2013,3,19,"2013-03-19 2013-03-20","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Vasse","Vasse Trap 2","Australia","AUS","Western Australia","Busselton","3 km SSW Chapman Hill",-33.7504,115.337179,"EPSG:4326",31,1e-05,-33.7504,115.337179,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",214,5,27,1,1,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Vasse_2013-03-19_b","Vasse_2013-03-19",2013-03-19,2013-03-20,"2013-03-19/2013-03-20",78,79,2013,3,19,"2013-03-19 2013-03-20","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Vasse","Vasse Trap 1","Australia","AUS","Western Australia","Busselton","3 km SSW Chapman Hill",-33.750399,115.337179,"EPSG:4326",31,1e-05,-33.750399,115.337179,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",100,3,4,1,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2013-03-18_a","Manjimup_2013-03-18",2013-03-18,2013-03-19,"2013-03-18/2013-03-19",77,78,2013,3,18,"2013-03-18 2013-03-19","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 1","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322199,116.087979,"EPSG:4326",31,1e-05,-34.322199,116.087979,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",186,1,0,0,4,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2013-02-20_a","Manjimup_2013-02-20",2013-02-20,2013-02-21,"2013-02-20/2013-02-21",51,52,2013,2,20,"2013-02-20 2013-02-21","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 1","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322199,116.087979,"EPSG:4326",31,1e-05,-34.322199,116.087979,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",677,103,0,0,3,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2013-02-20_b","Manjimup_2013-02-20",2013-02-20,2013-02-21,"2013-02-20/2013-02-21",51,52,2013,2,20,"2013-02-20 2013-02-21","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 2","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322194,116.087985,"EPSG:4326",31,1e-05,-34.322194,116.087985,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",624,80,0,0,1,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2013-03-18_b","Manjimup_2013-03-18",2013-03-18,2013-03-19,"2013-03-18/2013-03-19",77,78,2013,3,18,"2013-03-18 2013-03-19","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 2","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322194,116.087985,"EPSG:4326",31,1e-05,-34.322194,116.087985,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",263,4,0,0,5,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2013-04-03_a","Bullsbrook_2013-04-03",2013-04-03,2013-04-04,"2013-04-03/2013-04-04",93,94,2013,4,3,"2013-04-03 2013-04-04 09:46:23","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 2","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711522,116.007969,"EPSG:4326",31,1e-05,-31.711522,116.007969,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",2,0,2,0,0,1,1,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2013-04-03_a","Badgingarra_2013-04-03",2013-04-03,2013-04-04,"2013-04-03/2013-04-04",93,94,2013,4,3,"2013-04-03 2013-04-04 11:46:51","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 1","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277467,115.591779,"EPSG:4326",31,1e-05,-30.277467,115.591779,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",9,0,3,1,0,4,22,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2013-04-03_b","Badgingarra_2013-04-03",2013-04-03,2013-04-04,"2013-04-03/2013-04-04",93,94,2013,4,3,"2013-04-03 2013-04-04 11:47:53","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 2","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277745,115.591987,"EPSG:4326",31,1e-05,-30.277745,115.591987,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",4,0,2,73,0,25,16,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2013-04-03_b","Bullsbrook_2013-04-03",2013-04-03,2013-04-04,"2013-04-03/2013-04-04",93,94,2013,4,3,"2013-04-03 2013-04-04 09:45:42","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 1","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711725,116.008171,"EPSG:4326",31,1e-05,-31.711725,116.008171,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",7,0,4,0,0,1,3,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2013-03-05_a","Bullsbrook_2013-03-05",2013-03-05,2013-03-06,"2013-03-05/2013-03-06",64,65,2013,3,5,"2013-03-05 2013-03-06","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 1","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711725,116.008171,"EPSG:4326",31,1e-05,-31.711725,116.008171,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",5,0,13,0,0,3,2,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2013-03-05_b","Bullsbrook_2013-03-05",2013-03-05,2013-03-06,"2013-03-05/2013-03-06",64,65,2013,3,5,"2013-03-05 2013-03-06","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 2","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711522,116.007969,"EPSG:4326",31,1e-05,-31.711522,116.007969,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",1,0,5,0,0,0,1,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2013-03-05_a","Badgingarra_2013-03-05",2013-03-05,2013-03-06,"2013-03-05/2013-03-06",64,65,2013,3,5,"2013-03-05 2013-03-06","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 1","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277467,115.591779,"EPSG:4326",31,1e-05,-30.277467,115.591779,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,9,0,0,1,8,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2013-03-05_b","Badgingarra_2013-03-05",2013-03-05,2013-03-06,"2013-03-05/2013-03-06",64,65,2013,3,5,"2013-03-05 2013-03-06","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 2","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277745,115.591987,"EPSG:4326",31,1e-05,-30.277745,115.591987,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",4,0,32,0,0,4,9,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Kojonup_2013-04-16_a","Kojonup_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 12:05:27","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Kojonup","Kojonup Trap 1","Australia","AUS","Western Australia","Kojonup","8 km N Kojonup",-33.908095,117.182348,"EPSG:4326",31,1e-05,-33.908095,117.182348,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,0,0,0,0,0,1,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikup_2013-04-16_a","Narrikup_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 09:47:07","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikup","Narrikup Trap 2","Australia","AUS","Western Australia","Plantagenet","6 km SSW Narrikup",-34.725057,117.728324,"EPSG:4326",31,1e-05,-34.725057,117.728324,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",3,0,1,0,7,0,0,7,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Kojonup_2013-04-16_b","Kojonup_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 12:06:14","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Kojonup","Kojonup Trap 2","Australia","AUS","Western Australia","Kojonup","8 km N Kojonup",-33.908102,117.182336,"EPSG:4326",31,1e-05,-33.908102,117.182336,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,0,0,0,0,0,1,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Duranillin_2013-04-16_a","Duranillin_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 13:14:01","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Duranillin","Duranillin Trap 2","Australia","AUS","Western Australia","West Arthur","6 km WSW Duranillin",-33.479177,116.827388,"EPSG:4326",31,1e-05,-33.479177,116.827388,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,0,0,0,0,0,1,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Williams_2013-04-16_a","Williams_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 14:04:55","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Williams","Williams Trap 2","Australia","AUS","Western Australia","Williams","7 km NW Williams",-33.060184,116.938162,"EPSG:4326",31,1e-05,-33.060184,116.938162,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",4,0,4,1,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Williams_2013-04-16_b","Williams_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 14:05:32","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Williams","Williams Trap 1","Australia","AUS","Western Australia","Williams","7 km NW Williams",-33.06014,116.938316,"EPSG:4326",31,1e-05,-33.06014,116.938316,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",1,0,2,0,0,0,1,1,0,0,3
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikine_2013-04-16_a","Narrikine_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 14:50:14","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikine","Narrikine Trap 1","Australia","AUS","Western Australia","Williams","14 km ESE Williams",-32.968845,116.751078,"EPSG:4326",31,1e-05,-32.968845,116.751078,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",27,0,5,1,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikine_2013-04-16_b","Narrikine_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 14:50:49","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikine","Narrikine Trap 2","Australia","AUS","Western Australia","Williams","14 km ESE Williams",-32.968848,116.751078,"EPSG:4326",31,1e-05,-32.968848,116.751078,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",21,0,2,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikup_2013-04-16_b","Narrikup_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17 09:46:13","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikup","Narrikup Trap 1","Australia","AUS","Western Australia","Plantagenet","6 km SSW Narrikup",-34.725057,117.728324,"EPSG:4326",31,1e-05,-34.725057,117.728324,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,0,0,10,0,0,5,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2013-04-15_a","Manjimup_2013-04-15",2013-04-15,2013-04-16,"2013-04-15/2013-04-16",105,106,2013,4,15,"2013-04-15 2013-04-16","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 1","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322199,116.087979,"EPSG:4326",31,1e-05,-34.322199,116.087979,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",65,1,0,0,11,0,0,2,0,4,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2013-04-15_b","Manjimup_2013-04-15",2013-04-15,2013-04-16,"2013-04-15/2013-04-16",105,106,2013,4,15,"2013-04-15 2013-04-16","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 2","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322194,116.087985,"EPSG:4326",31,1e-05,-34.322194,116.087985,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",69,1,0,0,4,0,0,1,0,6,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Clackline_2013-04-23_a","Clackline_2013-04-23",2013-04-23,2013-04-24,"2013-04-23/2013-04-24",113,114,2013,4,23,"2013-04-23 2013-04-24","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Clackline","Clackline Trap 1","Australia","AUS","Western Australia","Northam","2 km S Mokine",-31.729248,116.574213,"EPSG:4326",31,1e-05,-31.729248,116.574213,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",6,0,13,0,0,0,30,3,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Clackline_2013-04-23_b","Clackline_2013-04-23",2013-04-23,2013-04-24,"2013-04-23/2013-04-24",113,114,2013,4,23,"2013-04-23 2013-04-24","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Clackline","Clackline Trap 2","Australia","AUS","Western Australia","Northam","2 km S Mokine",-31.729294,116.574014,"EPSG:4326",31,1e-05,-31.729294,116.574014,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",13,0,16,0,0,0,51,5,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Vasse_2013-04-16_a","Vasse_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Vasse","Vasse Trap 1","Australia","AUS","Western Australia","Busselton","3 km SSW Chapman Hill",-33.750399,115.337179,"EPSG:4326",31,1e-05,-33.750399,115.337179,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",609,8,146,0,4,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Vasse_2013-04-16_b","Vasse_2013-04-16",2013-04-16,2013-04-17,"2013-04-16/2013-04-17",106,107,2013,4,16,"2013-04-16 2013-04-17","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Vasse","Vasse Trap 2","Australia","AUS","Western Australia","Busselton","3 km SSW Chapman Hill",-33.7504,115.337179,"EPSG:4326",31,1e-05,-33.7504,115.337179,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",1442,12,139,2,4,0,0,2,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Quairading_2013-04-23_a","Quairading_2013-04-23",2013-04-23,2013-04-24,"2013-04-23/2013-04-24",113,114,2013,4,23,"2013-04-23 2013-04-24","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Quairading","Quairading Trap 1","Australia","AUS","Western Australia","Corrigin","6 km ESE Adamsvale",-32.188179,117.666051,"EPSG:4326",31,1e-05,-32.188179,117.666051,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,5,0,0,0,15,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Quairading_2013-04-23_b","Quairading_2013-04-23",2013-04-23,2013-04-24,"2013-04-23/2013-04-24",113,114,2013,4,23,"2013-04-23 2013-04-24","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Quairading","Quairading Trap 2","Australia","AUS","Western Australia","Corrigin","6 km ESE Adamsvale",-32.188177,117.665843,"EPSG:4326",31,1e-05,-32.188177,117.665843,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,8,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2013-05-01_a","Badgingarra_2013-05-01",2013-05-01,2013-05-02,"2013-05-01/2013-05-02",121,122,2013,5,1,"2013-05-01 2013-05-02","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 1","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277467,115.591779,"EPSG:4326",31,1e-05,-30.277467,115.591779,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",1,0,0,0,0,1,5,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2013-05-01_b","Badgingarra_2013-05-01",2013-05-01,2013-05-02,"2013-05-01/2013-05-02",121,122,2013,5,1,"2013-05-01 2013-05-02","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 2","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277745,115.591987,"EPSG:4326",31,1e-05,-30.277745,115.591987,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,1,0,0,2,3,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2013-05-01_a","Bullsbrook_2013-05-01",2013-05-01,2013-05-02,"2013-05-01/2013-05-02",121,122,2013,5,1,"2013-05-01 2013-05-02","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 1","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711725,116.008171,"EPSG:4326",31,1e-05,-31.711725,116.008171,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",5,0,4,0,0,2,12,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2013-05-01_b","Bullsbrook_2013-05-01",2013-05-01,2013-05-02,"2013-05-01/2013-05-02",121,122,2013,5,1,"2013-05-01 2013-05-02","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 2","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711522,116.007969,"EPSG:4326",31,1e-05,-31.711522,116.007969,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",2,0,2,0,0,0,46,0,0,0,0
